index	country	year	gdp	infrate	trade	schooling	invest60	invest70	invest80	industry	pop	deflator_fred
8	"Italy"	1994	20577	4.027420997619629	45.07428741455078					31.301359176635742	56623	
8	"Italy"	1995	21532	5.244370937347412	51.247398376464844	32.400001525878906				31.50128936767578	56745	
8	"Italy"	1996	22235	3.9745240211486816	48.172119140625					30.50213050842285	56827	
8	"Italy"	1997	22810	2.0431060791015625	50.31563186645508					30.06422996520996	56941	
8	"Italy"	1998	23840	1.962939977645874						29.910030364990234	57040	
8	"Italy"	1999	24402	1.65562903881073						29.311410903930664	57078	
8	"Italy"	2000	25759	2.537687063217163		32				29.042739868164062	57189	
8	"Italy"	2001	26586	2.785166025161743						28.742929458618164	57348	
8	"Italy"	2002	27320	2.465320110321045						28.280139923095703	57474	
8	"Italy"	2003	27537	2.6725590229034424						27.804819107055664	57478	
9	"Netherlands"	1960	2113		90.88709259033203	11.100000381469727					11486	
9	"Netherlands"	1961	2111	1.7320929765701294	88.2129135131836						11639	
9	"Netherlands"	1962	2275	2.2860379219055176	86.70377349853516						11806	
9	"Netherlands"	1963	2360	3.343183994293213	87.91217041015625						11966	
9	"Netherlands"	1964	2566	5.790884017944336	86.5398178100586						12127	
9	"Netherlands"	1965	2739	5.79489803314209	83.92977142333984	13.600000381469727					12295	
9	"Netherlands"	1966	2874	5.796870231628418	82.38142395019531						12456	
9	"Netherlands"	1967	3078	3.486793041229248	79.59117889404297						12598	
9	"Netherlands"	1968	3399	3.6756129264831543	79.65446472167969						12730	
9	"Netherlands"	1969	3951	7.428249835968018	82.78465270996094						12878	
9	"Netherlands"	1970	4342	3.6799368858337402	88.73793029785156	45.79999923706055					13039	
9	"Netherlands"	1971	4705	7.4775800704956055	88.53602600097656					37.20112991333008	13194	
9	"Netherlands"	1972	4984	7.791749954223633	84.71720123291016					36.960201263427734	13329	
9	"Netherlands"	1973	5475	8.013519287109375	88.922119140625					36.77001953125	13439	
9	"Netherlands"	1974	6165	9.609367370605469	102.14022827148438					36.934268951416016	13545	
9	"Netherlands"	1975	6699	10.212730407714844	93.63817596435547	44.29999923706055				35.57052993774414	13666	
9	"Netherlands"	1976	7345	9.057486534118652	95.76620483398438					35.763511657714844	13774	
9	"Netherlands"	1977	7959	6.474102973937988	91.19661712646484					35.207820892333984	13856	
9	"Netherlands"	1978	8676	4.08001708984375	87.71375274658203					34.13188934326172	13942	
9	"Netherlands"	1979	9504	4.210453987121582	96.28680419921875					34.084468841552734	14038	
9	"Netherlands"	1980	10458	6.733320236206055	102.65745544433594	44.099998474121094	0.29368001222610474	0.307779997587204	21.84000015258789	34.51797866821289	14150	
9	"Netherlands"	1981	11304	6.7484660148620605	109.61194610595703					34.7464714050293	14247	
9	"Netherlands"	1982	11784	5.862069129943848	107.33930206298828					34.068931579589844	14313	
9	"Netherlands"	1983	12419	2.823019027709961	106.94978332519531					33.90657043457031	14367	
9	"Netherlands"	1984	13234	3.2734949588775635	114.40473175048828					34.551780700683594	14424	
9	"Netherlands"	1985	13938	2.223926067352295	116.7998275756836	44.70000076293945				34.868160247802734	14491	
9	"Netherlands"	1986	14613	0.1000249981880188	97.60882568359375					32.41933059692383	14572	
9	"Netherlands"	1987	15197	-0.7078024744987488	96.81970977783203					30.7618408203125	14665	
9	"Netherlands"	1988	16082	0.7463937997817993	101.08154296875					30.968660354614258	14760	
9	"Netherlands"	1989	17387	1.0821609497070312	106.49139404296875					30.665979385375977	14849	
9	"Netherlands"	1990	18665	3.2854690551757812	103.68212127685547	45.400001525878906				30.71949005126953	14951	
9	"Netherlands"	1991	19626	3.1333329677581787	103.30095672607422					30.419879913330078	15070	
9	"Netherlands"	1992	20224	3.1835811138153076	99.63787078857422					29.345670700073242	15184	
9	"Netherlands"	1993	20679	2.584182024002075	94.70642852783203					28.654130935668945	15290	
9	"Netherlands"	1994	21588	2.8015270233154297	95.98548126220703					28.544580459594727	15383	
9	"Netherlands"	1995	22585	2.0952820777893066	99.49503326416016	46.29999923706055				28.74622917175293	15459	
9	"Netherlands"	1996	23531	2.016666889190674	101.01142883300781					28.43317985534668	15531	
9	"Netherlands"	1997	24692	2.1565101146698	104.89993286132812					27.830150604248047	15611	
9	"Netherlands"	1998	25811	1.9830479621887207						27.106000900268555	15707	
9	"Netherlands"	1999	26654	2.211071014404297						26.313039779663086	15812	
9	"Netherlands"	2000	28467	2.523780107498169		45.400001525878906				26.798980712890625	15926	
9	"Netherlands"	2001	30359	4.534231185913086						26.62816047668457	16046	
9	"Netherlands"	2002	31284	3.4670679569244385						25.827680587768555	16149	
9	"Netherlands"	2003	31792	2.1146399974823							16224	
10	"Norway"	1960	1713		73.68096160888672	21.299999237060547					3585	
10	"Norway"	1961	1823	2.451107978820801	72.13997650146484						3615	
10	"Norway"	1962	1905	5.2685160636901855	69.34478759765625						3639	
10	"Norway"	1963	1991	2.587040901184082	70.4397964477539						3667	
10	"Norway"	1964	2112	5.679944038391113	71.78108215332031						3694	
10	"Norway"	1965	2268	4.259590148925781	71.81725311279297	22.399999618530273					3723	
10	"Norway"	1966	2417	3.2513370513916016	72.53379821777344						3753	
10	"Norway"	1967	2620	4.433394908905029	74.77305603027344						3785	
10	"Norway"	1968	2784	3.471534013748169	73.59362030029297						3819	
10	"Norway"	1969	3035	3.0674850940704346	72.03035736083984						3851	
10	"Norway"	1970	3213	10.56548023223877	74.13993072509766	31.100000381469727					3879	
10	"Norway"	1971	3523	6.258411884307861	73.0029067993164					31.944679260253906	3903	
10	"Norway"	1972	3814	7.219758987426758	70.42838287353516					32.230430603027344	3933	
10	"Norway"	1973	4138	7.442409992218018	76.50484466552734					32.27220916748047	3961	
10	"Norway"	1974	4728	9.41451358795166	83.2790298461914					33.08652877807617	3985	
10	"Norway"	1975	5458	11.707070350646973	78.76720428466797	34.79999923706055				34.62411880493164	4007	
10	"Norway"	1976	6116	9.175756454467773	79.93233489990234					34.20970153808594	4026	
10	"Norway"	1977	6742	9.043155670166016	78.6998291015625					34.07640075683594	4043	
10	"Norway"	1978	7412	8.151506423950195	72.2550048828125					35.43352127075195	4059	
10	"Norway"	1979	8354	4.759825229644775	77.27374267578125					38.27973937988281	4073	
10	"Norway"	1980	9557	10.896209716796875	80.33016204833984	39.29999923706055	0.33695998787879944	0.37417998909950256	31.5939998626709	40.388729095458984	4086	
10	"Norway"	1981	10548	13.637049674987793	79.64889526367188					40.6809196472168	4100	
10	"Norway"	1982	11205	11.37205982208252	78.18887329101562					40.848209381103516	4115	
10	"Norway"	1983	12022	8.41104793548584	76.31546020507812					42.047969818115234	4128	
10	"Norway"	1984	13220	6.279108047485352	77.48017120361328					43.46854019165039	4140	
10	"Norway"	1985	14354	5.665823936462402	78.74470520019531	41				42.85285186767578	4153	
10	"Norway"	1986	15184	7.186768054962158	72.85356903076172					36.270469665527344	4169	
10	"Norway"	1987	15823	8.725932121276855	67.69511413574219					35.80691909790039	4187	
10	"Norway"	1988	16299	6.698483943939209	67.40088653564453					34.00419998168945	4209	
10	"Norway"	1989	17043	4.555441856384277	73.29363250732422					35.52539825439453	4227	
10	"Norway"	1990	18004	4.113032817840576	74.7346420288086	69.5999984741211				35.660438537597656	4241	
10	"Norway"	1991	19212	3.420682907104492	72.62284851074219					34.55202102661133	4262	
10	"Norway"	1992	20185	2.342116117477417	69.54724884033203					34.17055130004883	4287	
10	"Norway"	1993	21088	2.271488904953003	70.12580108642578					33.764041900634766	4312	
10	"Norway"	1994	22534	1.398555040359497	70.58622741699219					34.25857925415039	4337	
10	"Norway"	1995	23874	2.4564049243927	70.10320281982422	66.69999694824219				35.352779388427734	4359	
10	"Norway"	1996	26263	1.258694052696228	72.61958312988281					37.72010040283203	4381	
10	"Norway"	1997	27776	2.5807409286499023	75.46217346191406					38.262901306152344	4405	
10	"Norway"	1998	27294	2.255686044692993	74.28208923339844					33.820289611816406	4432	
10	"Norway"	1999	30011	2.333138942718506						35.71146011352539	4462	
10	"Norway"	2000	36273	3.0860679149627686		62.5				42.95294952392578	4491	
10	"Norway"	2001	37078	3.017378091812134						40.87419891357422	4514	
10	"Norway"	2002	36617	1.2881460189819336						37.90837097167969	4538	
10	"Norway"	2003	37245	2.4753971099853516						37.516239166259766	4564	
12	"Switzerland"	1960	3387		53.253501892089844	21.799999237060547					5328	
12	"Switzerland"	1961	3625	1.8453710079193115	54.59318161010742						5434	
12	"Switzerland"	1962	3788	4.315616130828857	54.49474334716797						5574	
12	"Switzerland"	1963	3946	3.4397189617156982	53.692230224609375						5694	
12	"Switzerland"	1964	4158	3.0813140869140625	53.66071319580078						5789	
12	"Switzerland"	1965	4360	3.4145169258117676	55.15858840942383	22.299999237060547					5857	
12	"Switzerland"	1966	4575	4.7761311531066895	55.518733978271484						5918	
12	"Switzerland"	1967	4790	4.021478176116943	54.613895416259766						5992	
12	"Switzerland"	1968	5138	2.41235089302063	56.83709716796875						6068	
12	"Switzerland"	1969	5645	2.489006996154785	60.69416046142578						6136	
12	"Switzerland"	1970	6382	3.6160271167755127	63.58904266357422	38				36.266361236572266	6181	
12	"Switzerland"	1971	6938	6.573012828826904	60.33388900756836					35.986961364746094	6213	
12	"Switzerland"	1972	7406	6.660192012786865	58.81928634643555					35.70756149291992	6261	
12	"Switzerland"	1973	7998	8.755041122436523	59.54798126220703					35.42816162109375	6307	
12	"Switzerland"	1974	8800	9.76674747467041	63.378421783447266					35.148765563964844	6341	
12	"Switzerland"	1975	8934	6.696453094482422	56.72312545776367	36.400001525878906				34.7762336730957	6339	
12	"Switzerland"	1976	9368	1.7158620357513428	60.43211364746094					34.49683380126953	6303	
12	"Switzerland"	1977	10240	1.2852699756622314	66.9028091430664					34.217437744140625	6281	
12	"Switzerland"	1978	11003	1.0558140277862549	64.06974029541016					33.93803787231445	6282	
12	"Switzerland"	1979	12189	3.6476430892944336	67.31410217285156					33.65863800048828	6294	
12	"Switzerland"	1980	13853	4.022026062011719	72.83211517333984	54.29999923706055	0.3352400064468384	0.33744001388549805	30.963998794555664	32.869998931884766	6319	
12	"Switzerland"	1981	15338	6.4902191162109375	72.36986541748047					32.689998626708984	6354	
12	"Switzerland"	1982	15963	5.655211925506592	67.87425994873047					32.20000076293945	6391	
12	"Switzerland"	1983	16611	2.967686891555786	68.34943389892578					31.899999618530273	6419	
12	"Switzerland"	1984	17710	2.911207914352417	72.16822052001953					31.920000076293945	6442	
12	"Switzerland"	1985	18812	3.429986000061035	74.65241241455078	53.599998474121094				32.0099983215332	6470	
12	"Switzerland"	1986	19458	0.7407407164573669	70.62199401855469					31.889999389648438	6504	
12	"Switzerland"	1987	20120	1.4479639530181885	69.58219146728516					31.459999084472656	6545	
12	"Switzerland"	1988	21334	1.884477972984314	71.42003631591797					31.610000610351562	6593	
12	"Switzerland"	1989	22965	3.162964105606079	75.54489135742188					31.690000534057617	6647	
12	"Switzerland"	1990	24518	5.378739833831787	72.0016098022461	53.79999923706055				31.34000015258789	6712	
12	"Switzerland"	1991	24840	5.879392147064209	68.58638000488281					30.790000915527344	6800	
12	"Switzerland"	1992	25141	4.041076183319092	67.86860656738281					29.989999771118164	6875	
12	"Switzerland"	1993	25427	3.271796941757202	66.71021270751953					29.579999923706055	6938	
12	"Switzerland"	1994	26031	0.8584070801734924	66.58563232421875					30.40999984741211	6994	
12	"Switzerland"	1995	26485	1.798719048500061	66.15725708007812	54.79999923706055				29.829999923706055	7041	
12	"Switzerland"	1996	26394	0.8188244104385376	67.94027709960938					28.809999465942383	7072	
12	"Switzerland"	1997	27850	0.5215011835098267	75.34065246582031					28.190000534057617	7089	
12	"Switzerland"	1998	28835	0.01700969971716404						27.43000030517578	7110	
12	"Switzerland"	1999	28887	0.8248298764228821						27.43000030517578	7144	
12	"Switzerland"	2000	30461	1.5433919429779053		55				26.760000228881836	7184	
12	"Switzerland"	2001	30806	0.9883720874786377						27.350000381469727	7227	
12	"Switzerland"	2002	32751	0.6415001153945923						26.780000686645508	7285	
12	"Switzerland"	2003	33516	0.6292392015457153						26.450000762939453	7339	
14	"Japan"	1960	1010		20.954343795776367	30.899999618530273					94302	
14	"Japan"	1961	1143	5.404726028442383	20.12308692932129						94285	
14	"Japan"	1962	1262	6.773192882537842	18.67110252380371						95178	
14	"Japan"	1963	1374	7.661379814147949	18.861989974975586						96156	
14	"Japan"	1964	1546	3.8381741046905518	19.13273048400879						97186	
14	"Japan"	1965	1647	6.593407154083252	19.60080337524414	36.70000076293945					99209	
14	"Japan"	1966	1889	5.079662799835205	19.55724334716797						99054	
14	"Japan"	1967	2133	3.9778809547424316	19.05208969116211						100243	
14	"Japan"	1968	2496	5.3697028160095215	19.074674606323242						101408	
14	"Japan"	1969	2917	5.242591857910156	19.484798431396484						102648	
14	"Japan"	1970	3293	7.673266887664795	20.33049201965332	33					104665	
14	"Japan"	1971	3575	6.4169721603393555	20.70204734802246					45.170719146728516	105968	
14	"Japan"	1972	3988	4.824021816253662	18.858610153198242					44.57823944091797	107332	
14	"Japan"	1973	4491	11.645930290222168	20.046916961669922					45.357730865478516	108710	
14	"Japan"	1974	4778	23.154569625854492	27.945053100585938					43.63290023803711	110049	
14	"Japan"	1975	5300	11.782790184020996	25.552427291870117	38.099998474121094				41.405479431152344	111940	
14	"Japan"	1976	5768	9.349221229553223	26.312095642089844					41.484100341796875	113089	
14	"Japan"	1977	6344	8.158703804016113	24.552518844604492					40.43693923950195	114154	
14	"Japan"	1978	7084	4.2107977867126465	20.499784469604492					40.692161560058594	115174	
14	"Japan"	1979	8027	3.730787992477417	24.038238525390625					40.60047149658203	116133	
14	"Japan"	1980	8931	7.778707027435303	28.280385971069336	39.900001525878906	0.31988000869750977	0.41958001255989075	34.986000061035156	41.00014877319336	117060	
14	"Japan"	1981	9986	4.9113078117370605	28.649030685424805					40.916419982910156	117884	
14	"Japan"	1982	10813	2.736975908279419	28.35613441467285					40.320621490478516	118693	
14	"Japan"	1983	11346	1.882328987121582	26.096988677978516					39.472660064697266	119483	
14	"Japan"	1984	12064	2.2715799808502197	27.261157989501953					39.834510803222656	120235	
14	"Japan"	1985	12978	2.0236918926239014	25.541183471679688	41.900001525878906				39.59440994262695	121049	
14	"Japan"	1986	13590	0.6192548871040344	18.744871139526367					39.01245880126953	121672	
14	"Japan"	1987	14425	0.12501199543476105	17.556201934814453					38.942359924316406	122264	
14	"Japan"	1988	15862	0.672301173210144	17.79494285583496					39.11177062988281	122783	
14	"Japan"	1989	17269	2.2800989151000977	19.780059814453125					39.044010162353516	123255	
14	"Japan"	1990	18815	3.0594160556793213	20.647310256958008	44.5				39.36252975463867	123611	
14	"Japan"	1991	20055	3.240112066268921	18.7308292388916					39.0235481262207	124043	
14	"Japan"	1992	20648	1.7270100116729736	17.882680892944336					37.85884094238281	124452	
14	"Japan"	1993	21122	1.2840399742126465	16.31121063232422					36.38005828857422	124764	
14	"Japan"	1994	21757	0.7062026858329773	16.441240310668945					34.927730560302734	125034	
14	"Japan"	1995	22551	-0.1267320066690445	17.31402015686035	46.79999923706055				34.21718978881836	125570	
14	"Japan"	1996	23714	0.13535229861736298	19.33234977722168					33.917850494384766	125864	
14	"Japan"	1997	24478	1.7318580150604248	20.999900817871094					33.713951110839844	126166	
14	"Japan"	1998	24429	0.6560372114181519	21.144987106323242					32.704551696777344	126486	
14	"Japan"	1999	24709	-0.338255912065506						32.42955017089844	126686	
14	"Japan"	2000	26015	-0.6705297827720642		47.900001525878906				32.23115921020508	126926	
14	"Japan"	2001	26619	-0.7333943843841553						30.9619197845459	127291	
14	"Japan"	2002	27196	-0.9151204824447632						30.39851951599121	127435	
14	"Japan"	2003	28071	-0.2541942000389099							127619	
16	"Greece"	1960	707		21.312530517578125	7.900000095367432					8327	
16	"Greece"	1961	1028	1.9342360496520996	21.172319412231445						8398	
16	"Greece"	1962	1049	-0.37950658798217773	21.926023483276367						8448	
16	"Greece"	1963	1188	2.857142925262451	23.08808708190918						8480	
16	"Greece"	1964	1316	0.9259259104728699	23.294668197631836						8510	
16	"Greece"	1965	1492	3.1192660331726074	24.24563980102539	9.800000190734863					8550	
16	"Greece"	1966	1634	4.982205867767334	24.71656036376953						8614	
16	"Greece"	1967	1754	1.6949150562286377	23.64206886291504						8716	
16	"Greece"	1968	1967	0.3333333134651184	23.10320281982422						8741	
16	"Greece"	1969	2298	2.4916939735412598	23.465282440185547						8773	
16	"Greece"	1970	2631	2.917341947555542	23.46262550354004	10.600000381469727					8793	
16	"Greece"	1971	2988	2.992125988006592	23.728755950927734					36.118080139160156	8769	
16	"Greece"	1972	3383	4.281344890594482	26.185028076171875					36.323570251464844	8889	
16	"Greece"	1973	3844	15.542519569396973	32.5339469909668					36.53493881225586	8929	
16	"Greece"	1974	3907	26.903549194335938	34.3408088684082					34.111148834228516	8962	
16	"Greece"	1975	4505	13.366669654846191	35.98082733154297	12.899999618530273				33.06772994995117	9046	
16	"Greece"	1976	5024	13.312259674072266	35.66825485229492					33.04417037963867	9167	
16	"Greece"	1977	5417	12.169960021972656	34.588294982910156					33.73072814941406	9309	
16	"Greece"	1978	6138	12.532529830932617	34.652000427246094					32.86336898803711	9430	
16	"Greece"	1979	6781	19.04615020751953	35.082427978515625					34.108978271484375	9548	
16	"Greece"	1980	7374	24.87480926513672	38.5904426574707	19.700000762939453	0.26565998792648315	0.34257999062538147	24.00200080871582	32.94260025024414	9642	
16	"Greece"	1981	7870	24.458959579467773	39.115352630615234					32.571678161621094	9730	
16	"Greece"	1982	8204	20.91897964477539	38.697322845458984					30.660640716552734	9790	
16	"Greece"	1983	8388	20.241670608520508	40.9749755859375					31.31060028076172	9847	
16	"Greece"	1984	8834	18.448959350585938	42.330806732177734					30.461729049682617	9896	
16	"Greece"	1985	9297	19.302560806274414	44.363792419433594	23.700000762939453				30.456939697265625	9934	
16	"Greece"	1986	9525	23.021089553833008	43.68021011352539					31.09041976928711	9964	
16	"Greece"	1987	9548	16.384950637817383	46.11131286621094					29.96099090576172	9984	
16	"Greece"	1988	10277	13.526749610900879	44.24684524536133					29.37480926513672	10005	
16	"Greece"	1989	11036	13.699999809265137	45.67035675048828					28.535900115966797	10038	
16	"Greece"	1990	11405	20.404569625854492	44.88119125366211	28.700000762939453				28.196739196777344	10089	
16	"Greece"	1991	11971	19.472850799560547	43.14999008178711					26.52802085876465	10256	
16	"Greece"	1992	12198	15.865900039672852	43.44935989379883					25.661230087280273	10370	
16	"Greece"	1993	12166	14.41448974609375	41.309959411621094					25.507780075073242	10466	
16	"Greece"	1994	12566	10.922789573669434	40.282569885253906					24.363510131835938	10553	
16	"Greece"	1995	12991	8.937056541442871	40.81808090209961	31.799999237060547				23.08669090270996	10634	
16	"Greece"	1996	13418	8.196219444274902	40.40134048461914					23.02569007873535	10709	
16	"Greece"	1997	14127	5.538972854614258	39.68484115600586					21.59255027770996	10777	
16	"Greece"	1998	14665	4.766225814819336						22.343320846557617	10835	
16	"Greece"	1999	15213	2.6367828845977783						22.295839309692383	10883	
16	"Greece"	2000	16272	3.150125026702881		33.79999923706055				22.82801055908203	10918	
16	"Greece"	2001	17332	3.3749959468841553						23.4864501953125	10950	
16	"Greece"	2002	19119	3.629228115081787						23.210430145263672	10988	
16	"Greece"	2003	20479	3.5305569171905518						23.83000946044922	11024	
18	"Portugal"	1960	728		37.353939056396484	3.5					9077	
18	"Portugal"	1961	783	1.5490020513534546	39.98289489746094						8986	
18	"Portugal"	1962	848	2.6620709896087646	38.3217887878418						9054	
18	"Portugal"	1963	905	2.021573066711426	39.37736511230469						9109	
18	"Portugal"	1964	979	3.4000000953674316	50.41978454589844						9136	
18	"Portugal"	1965	1084	3.4816250801086426	52.90273666381836	3.9000000953674316					9122	
18	"Portugal"	1966	1170	5.04672908782959	52.80591583251953						9096	
18	"Portugal"	1967	1293	5.516014099121094	51.549598693847656						9110	
18	"Portugal"	1968	1475	6.070827007293701	49.794837951660156						9120	
18	"Portugal"	1969	1592	7.402512073516846	48.176414489746094						9075	
18	"Portugal"	1970	1916	4.533332824707031	50.21158218383789	6.800000190734863					8663	
18	"Portugal"	1971	2153	7.49607515335083	51.907047271728516					35.137760162353516	8624	
18	"Portugal"	1972	2420	8.944869995117188	53.73325729370117					35.94559097290039	8637	
18	"Portugal"	1973	2845	10.355230331420898	54.88760757446289					35.96345901489258	8630	
18	"Portugal"	1974	3048	27.968420028686523	62.633426666259766					37.54447937011719	8879	
18	"Portugal"	1975	3045	20.408159255981445	48.22216796875	9.600000381469727				35.21149826049805	9308	
18	"Portugal"	1976	3407	18.249900817871094	43.77533721923828					34.725379943847656	9403	
18	"Portugal"	1977	3784	27.191669464111328	47.037315368652344					34.72417068481445	9508	
18	"Portugal"	1978	4120	22.642990112304688	47.753604888916016					33.1532096862793	9609	
18	"Portugal"	1979	4663	23.537580490112305	58.92995834350586					31.94780921936035	9714	
18	"Portugal"	1980	5263	16.691890716552734	62.97908020019531	10.600000381469727	0.2408200055360794	0.29798001050949097	26.488000869750977	32.877769470214844	9819	
18	"Portugal"	1981	5812	20.040760040283203	64.51056671142578					33.939849853515625	9884	
18	"Portugal"	1982	6263	22.730220794677734	64.73094177246094					33.64522171020508	9939	
18	"Portugal"	1983	6479	25.105640411376953	68.44718170166016					34.49607849121094	9970	
18	"Portugal"	1984	6570	28.7833309173584	74.85384368896484					32.8418083190918	10009	
18	"Portugal"	1985	6959	19.64539909362793	71.50999450683594	13.699999809265137				32.82257843017578	10014	
18	"Portugal"	1986	7414	11.763110160827637	62.80073547363281					30.644540786743164	10007	
18	"Portugal"	1987	8126	9.343148231506348	69.239013671875					30.372629165649414	9981	
18	"Portugal"	1988	9057	9.69704818725586	73.4291763305664					32.474510192871094	9955	
18	"Portugal"	1989	10042	12.61655044555664	75.04156494140625					32.344390869140625	9920	
18	"Portugal"	1990	10894	13.37246036529541	75.17774963378906	14.800000190734863				31.71347999572754	9873	
18	"Portugal"	1991	11783	10.926230430603027	69.9081802368164					30.284439086914062	9860	
18	"Portugal"	1992	12219	8.941666603088379	65.14225006103516					30.279199600219727	9833	
18	"Portugal"	1993	12236	6.501951217651367	62.44868850708008					29.602569580078125	9840	
18	"Portugal"	1994	12614	5.2143940925598145	65.60572052001953					30.64366912841797	9840	
18	"Portugal"	1995	13413	4.123147964477539	68.57444763183594	14.699999809265137				31.498079299926758	9847	
18	"Portugal"	1996	13974	3.120697021484375	69.22181701660156					31.741540908813477	9866	
18	"Portugal"	1997	14804	2.161612033843994	71.54988861083984					31.639490127563477	9878	
18	"Portugal"	1998	15401	2.716439962387085						31.136289596557617	10129	
18	"Portugal"	1999	16363	2.3038859367370605						30.415849685668945	10171	
18	"Portugal"	2000	17353	2.8467209339141846		14.899999618530273				29.993419647216797	10229	
18	"Portugal"	2001	18071	4.39475679397583						29.3924503326416	10305	
18	"Portugal"	2002	18799	3.5450520515441895						28.688180923461914	10380	
18	"Portugal"	2003	17603	3.2833330631256104							10449	
19	"Spain"	1960	1074		16.249818801879883	3.9000000953674316					30256	
19	"Spain"	1961	1201	2.0059189796447754	17.63880157470703						30558	
19	"Spain"	1962	1335	5.634758949279785	19.606128692626953						30926	
19	"Spain"	1963	1467	8.804627418518066	19.679719924926758						31292	
19	"Spain"	1964	1554	6.9501872062683105	21.49239158630371						31659	
19	"Spain"	1965	1678	13.236379623413086	22.70879364013672	4.599999904632568					32025	
19	"Spain"	1966	1841	6.194115161895752	23.890323638916016						32392	
19	"Spain"	1967	1954	6.414575099945068	21.746919631958008						32758	
19	"Spain"	1968	2160	4.963315010070801	24.65740203857422						33125	
19	"Spain"	1969	2447	2.1244521141052246	26.033092498779297						33491	
19	"Spain"	1970	2715	5.757616996765137	27.450756072998047	5.800000190734863					33859	
19	"Spain"	1971	2951	8.236041069030762	27.574125289916992					40.66722106933594	34216	
19	"Spain"	1972	3293	8.289365768432617	28.926591873168945					41.69329071044922	34572	
19	"Spain"	1973	3710	11.390210151672363	29.88689422607422					42.232669830322266	34921	
19	"Spain"	1974	4227	15.717340469360352	33.60297393798828					43.172298431396484	35288	
19	"Spain"	1975	4600	16.9256591796875	30.851402282714844	8.199999809265137				42.083221435546875	35688	
19	"Spain"	1976	4965	17.629310607910156	31.890625					41.38425064086914	36118	
19	"Spain"	1977	5364	24.526689529418945	30.979394912719727					40.52180862426758	36564	
19	"Spain"	1978	5761	19.784210205078125	29.5208683013916					39.43257141113281	36971	
19	"Spain"	1979	6188	15.669010162353516	29.626319885253906					38.96561050415039	37289	
19	"Spain"	1980	6856	15.54988956451416	33.522945404052734	13.300000190734863	0.25176000595092773	0.3132399916648865	24.56800079345703	38.56755065917969	37527	
19	"Spain"	1981	7447	14.557040214538574	37.42520523071289					37.67301940917969	37741	
19	"Spain"	1982	7957	14.407959938049316	38.388614654541016					37.06180953979492	37944	
19	"Spain"	1983	8378	12.177450180053711	41.89353561401367					36.794498443603516	38123	
19	"Spain"	1984	8812	11.274330139160156	43.4470100402832					35.920799255371094	38279	
19	"Spain"	1985	9259	8.817526817321777	43.49967956542969	17.600000381469727				36.209068298339844	38420	
19	"Spain"	1986	9744	8.796503067016602	37.577762603759766					36.654300689697266	38537	
19	"Spain"	1987	10542	5.2462592124938965	38.54277801513672					36.09407043457031	38632	
19	"Spain"	1988	11434	4.840478897094727	38.83915710449219					35.931400299072266	38717	
19	"Spain"	1989	12417	6.791468143463135	39.45245361328125					36.21815872192383	38792	
19	"Spain"	1990	13365	6.717939853668213	37.502689361572266	25.5				35.47665023803711	38851	
19	"Spain"	1991	14152	5.935327053070068	37.407081604003906					34.68851089477539	38940	
19	"Spain"	1992	14564	5.925724029541016	38.039649963378906					32.861900329589844	39069	
19	"Spain"	1993	14699	4.568635940551758	39.409481048583984					31.168209075927734	39190	
19	"Spain"	1994	15325	4.718468189239502	44.39643859863281					30.55055046081543	39296	
19	"Spain"	1995	16032	4.674753189086914	47.852901458740234	28.600000381469727				30.98291015625	39388	
19	"Spain"	1996	16720	3.5585060119628906	50.073299407958984					30.458669662475586	39479	
19	"Spain"	1997	17420	1.9707080125808716	55.558650970458984					30.4414005279541	39583	
19	"Spain"	1998	18479	1.833536982536316	57.125301361083984					30.196670532226562	39722	
19	"Spain"	1999	19817	2.3106720447540283						29.989200592041016	39927	
19	"Spain"	2000	21074	3.4326140880584717		30.700000762939453				30.193700790405273	40264	
19	"Spain"	2001	22257	3.5911009311676025						29.92884063720703	40721	
19	"Spain"	2002	23756	3.066776990890503						29.68475914001465	41314	
19	"Spain"	2003	24812	3.0334739685058594						29.586519241333008	42005	
20	"Australia"	1960	2373		31.26643943786621	50.400001525878906					10275	
20	"Australia"	1961	2346	2.512131929397583	29.821073532104492						10508	
20	"Australia"	1962	2539	-0.27847400307655334	30.158544540405273						10701	
20	"Australia"	1963	2717	0.530578076839447	32.055397033691406						10907	
20	"Australia"	1964	2873	2.3611109256744385	31.527284622192383						11122	
20	"Australia"	1965	2973	3.962007999420166	31.035598754882812	48.900001525878906					11341	
20	"Australia"	1966	3230	2.9757239818573	29.97315216064453						11600	
20	"Australia"	1967	3404	3.193916082382202	30.114192962646484						11799	
20	"Australia"	1968	3788	2.6529109477996826	28.348594665527344						12009	
20	"Australia"	1969	4162	2.919358968734741	29.821142196655273						12263	
20	"Australia"	1970	4490	3.9060680866241455	28.962432861328125	48.29999923706055					12507	
20	"Australia"	1971	4677	6.063995838165283	27.807472229003906					37.2935905456543	13067	
20	"Australia"	1972	5013	5.864978790283203	27.70298957824707					36.800880432128906	13304	
20	"Australia"	1973	5595	9.465922355651855	29.44040298461914					35.435848236083984	13505	
20	"Australia"	1974	6024	15.110139846801758	31.63861083984375					36.88676071166992	13723	
20	"Australia"	1975	6683	15.07196044921875	28.900405883789062	47				37.104549407958984	13893	
20	"Australia"	1976	7140	13.523909568786621	31.207616806030273					36.66529083251953	14033	
